	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17
10158	8.568260169	4.980939266	9.753768312	10.17511287	4.269033146	3.531069493	3.367371066	3.595742339	3.852997588	3.947666157	5.468257468	2.871843649	4.821710215	3.440952198	4.205548911	4.105175192	9.553302899
10159	3.292781749	3.583759754	3.15704371	1.811471031	3.056583528	3.512226887	3.695993813	0.411426246	3.988230223	2.277984747	3.864928972	3.448900951	3.418189948	2.893362211	3.765534746	4.458775699	3.279471296
1016	4.925049965	3.801158656	4.475733431	4.256255873	4.055716264	6.956172844	4.95373085	5.201241771	4.860466259	4.301587647	5.967399199	4.520422249	5.241840184	4.56193706	4.286881148	4.341985747	4.247168
10160	7.277891787	6.827437981	9.880517177	7.952100554	7.674474776	4.612352499	9.264653711	7.349612972	5.699607154	5.787380222	7.987093437	7.89251246	7.855927425	7.662703975	8.350453046	7.940988899	8.588789579
10162	6.918982463	6.891176125	7.392575024	6.941223713	7.087887101	7.17512535	7.237353386	7.151980551	7.312610723	6.867155163	7.220136447	6.912170803	7.263691734	7.08512718	7.587289974	7.063826477	6.839833648
10163	5.990274183	5.43629512	4.655924213	4.672990994	4.831370588	5.721099189	5.647026633	4.691534165	6.222650022	5.976821852	6.604071324	5.63343121	4.812498225	5.564683017	5.915998852	5.710117632	5.62058641
10165	6.464014725	6.63008507	6.666614587	5.589763487	6.04679661	6.258518925	8.563272553	6.735657559	2.523561956	6.592307527	8.093179847	6.388189537	7.785092771	5.061776198	7.699745948	6.781621998	6.462870312
10168	3.883620816	4.508428653	4.242602506	4.06436554	4.231125158	3.432959407	4.053111336	4.453517579	3.64038956	3.723558561	4.464668267	4.457462965	4.5360529	3.580145484	4.11353382	4.358958826	3.635754391
1017	8.974644026	8.700994494	9.927496505	9.465423557	9.470211457	9.525207571	12.5431261	9.477859434	10.40381093	8.939226578	10.16684095	9.282161767	12.23830621	9.605164647	12.93947637	9.668229065	9.185519702
10174	9.121870193	9.029066319	9.762016543	9.062585867	8.597940803	8.519872097	8.547472965	7.871165994	8.714005048	7.950468414	8.080071343	9.591559746	8.185668359	7.396433531	8.297695831	7.428946345	9.033037497
10175	8.323370069	10.44503554	9.051290524	9.357288073	10.19478147	9.784324027	9.853340748	9.933631648	10.00942276	10.14377859	9.485809187	9.595779629	9.656835982	9.439581585	9.420549772	9.86777294	9.53099149
10178	3.682573297	2.513490746	3.275007047	4.43162296	2.443606651	3.10433666	3.865918815	5.805292456	7.122362117	3.609991295	5.010779839	2.397802962	4.806839582	6.22554487	2.572889668	6.419370343	2.173127433
1018	6.834407842	6.530601415	6.316145742	6.128664587	6.181500152	6.437127844	5.413458688	7.023698917	5.958146674	6.67990229	5.819412726	5.655065551	6.495375381	6.435295216	5.422569411	6.883132016	6.072320216
10180	5.958610712	6.085976949	5.659639187	5.550285049	6.722192761	6.683556107	6.638363506	7.34323014	7.401050159	7.175324989	5.922673593	5.930500811	5.93239194	6.863442934	5.752213368	6.771753554	6.21023299
10181	6.562547724	7.143332189	6.731997787	6.135452784	7.192194165	7.332260378	7.264067216	7.824958741	8.036778044	7.530835473	6.685379552	7.535586436	7.764672585	8.054251571	7.098874287	7.05039286	7.116031993
10184	8.367108924	7.856861228	6.611910067	8.149391482	7.106013238	8.153450698	7.608439653	6.070818638	2.63691458	6.987548259	6.106013238	7.982822494	7.658854125	2.513490746	8.114575251	7.350232021	7.392403295
10188	8.406290055	7.850374391	7.861086906	8.179311989	8.478203349	8.101923161	8.396519159	8.826548487	7.712114252	7.967917895	7.973266861	9.246598103	8.678494508	8.18234469	8.616181231	8.455368322	7.890264277
1019	8.70528679	8.266364912	9.838321521	8.970163425	9.168471556	9.392253015	9.434711618	9.121507616	8.886367238	8.986240259	8.919757193	8.838510624	9.675357255	8.135709286	9.206403914	9.167066838	9.031108429
10190	5.547511524	6.071462363	5.967629753	6.683836787	5.675815931	6.477353527	6.152791852	6.507953169	5.669026766	6.054848477	5.021479727	6.030556792	5.672990994	5.439623138	5.546585829	5.588564737	6.056366761
10193	6.223808659	6.35473424	7.066519781	6.670727054	6.72410452	6.986069563	6.351027552	7.194461392	6.800641097	7.756823155	6.953381656	6.711770204	6.7465815	6.271463028	6.616475329	6.241458871	6.73457415
10194	8.35948603	8.671434917	8.575350153	9.728107584	8.378554973	8.60932651	8.962144105	8.972692654	8.400623314	8.601696516	8.825022364	8.411341498	8.771027205	8.472203429	8.680781457	8.961102364	8.671930215
10195	9.260872501	8.794220894	8.658247193	9.335479683	9.307178036	8.9210078	9.264207997	9.105070402	8.756422888	9.492373975	9.549303369	9.494335601	9.872089989	8.769672577	9.798892964	10.13348903	8.974644026
10197	7.369815424	7.575614878	7.412527507	7.398914668	7.779522387	8.496134747	7.9185055	7.049957428	7.660922914	7.707773243	7.007083347	6.677226328	6.755555262	6.741871424	7.71918344	7.123500664	7.08491466
10198	5.49441561	6.015470808	6.030115331	5.74899785	5.778734244	5.921245889	6.142413438	6.14974712	7.209258394	6.876025733	5.395405605	6.402244655	5.12722055	6.505255801	5.554281863	4.962549023	5.614120869
10199	8.009100789	7.6846785	7.023366256	7.113012822	7.319672121	7.346070441	7.624832002	7.656710871	8.131136719	7.283829194	7.177220188	6.827946017	7.260025656	6.94602899	6.905687849	7.014355293	6.954545307
102	7.365360097	7.629210886	8.077777073	8.086136225	7.743151394	7.467768557	8.202564648	6.649759147	8.366803032	7.155223019	7.514516816	7.688040447	6.814550423	7.417936881	8.385431037	6.896998342	7.762415261
1020	8.015972508	6.58345891	7.743353391	7.582179625	6.74281467	6.648321627	8.183188734	7.025582548	7.471024839	6.378338212	8.075532631	7.357024093	7.955533674	7.008540672	7.56270035	7.838321521	6.820561928
10200	5.968090752	7.144760196	6.699884729	6.890203467	7.818390444	7.259649121	7.175724185	7.417936881	7.915042791	6.690696444	6.057666877	6.597084173	5.997292408	7.053111336	6.774918807	6.426264755	6.85224859
10201	5.810700154	5.701271802	6.331633567	6.108106224	5.990274183	6.360539862	5.677790101	6.327687364	5.56193706	6.465648026	5.889230152	5.589164237	6.46319738	6.255123015	6.199868617	5.800123353	6.057016965
10202	5.235344128	6.170525999	5.408032466	5.375387027	6.426264755	5.798050515	6.812113113	7.135042286	5.607922067	5.380590934	6.13873257	5.744699314	7.142821844	5.585863903	6.89251246	6.294988268	5.541948425
10203	3.317593505	3.886550147	3.63343121	3.555816155	3.361768359	2.875780063	3.221877081	2.927896454	4.099295204	2.513490746	4.203201156	2.232660757	4.61117238	4.677508242	2.007195501	2.017921908	2.560714954
10204	8.208868371	7.757956641	8.554166725	7.823940382	9.199107915	8.552745937	7.115719958	8.219846137	8.864557606	8.612831646	7.526303606	7.555739479	7.708256223	8.263316155	7.70887696	7.193870285	8.430034319
10205	3.195347598	4.211012193	4.375734539	4.168321116	4.700994494	3.595742339	4.510961919	4.184280294	3.882643049	4.498250868	4.489928219	3.350497247	4.438292852	4.919340082	5.011227255	4.006298024	3.74092756
10206	5.749266084	6.312519967	5.935223994	6.226701185	6.988684687	7.058641195	6.295355693	6.389566812	8.052948372	6.342163583	5.586764743	5.697662633	6.838069346	7.158458216	6.895908465	6.000225403	6.416164165
10207	3.678071905	4.438958148	2.735522177	2.914564523	4.193771743	2.778208576	3.310340121	4.997744026	3.589763487	3.270528942	4.007195501	4.227278994	2.587364991	3.314696526	2.817623258	3.767654798	2.873813198
10208	4.545968369	5.243364426	4.463360886	4.068670811	5.586464526	5.280585203	4.587964989	5.635173947	5.759155834	4.939226578	4.584361253	4.425593578	4.775577361	5.266786541	4.665051614	4.22881869	4.657068301
10209	9.418379719	9.606645796	8.910462851	8.905778089	9.537373729	9.928636806	9.505513856	9.433209853	10.16576123	9.867216953	8.107478647	8.520697246	8.689648608	9.580371642	9.321364432	9.236731772	7.99242856
1021	6.813011549	6.317955218	6.69849632	6.848122135	6.050936965	6.64990282	6.715618859	6.97384084	7.248117329	6.630958725	6.925643447	5.953498063	5.760753208	7.113221243	6.645009884	6.182096348	6.541483864
10210	6.029673735	5.982765463	5.97819563	6.460578761	6.477515436	7.121015401	6.13401553	6.260025656	7.217424614	5.703211467	5.894817763	6.805292456	5.466953337	6.194756854	5.821455119	5.532628658	6.259460816
10211	9.569267021	9.884307912	10.58906122	10.32308855	8.816567709	9.683275373	10.79380649	9.930944267	10.02195159	10.09541021	10.28925812	11.39546987	10.45145841	12.04998124	11.36770959	10.20304206	10.2606726
10212	8.436003553	8.241840184	8.434378028	8.405439334	8.723831566	8.059831136	7.500084988	8.297879211	9.352639366	8.306608579	9.183337632	7.750070486	7.993051595	8.299894853	7.593577867	8.171977378	7.366409648
10213	8.305104133	8.65621032	8.183039821	7.43970624	9.308634821	9.071515993	8.184131494	7.688250309	8.833649128	9.104546339	7.976077176	8.188934952	7.918624756	8.472244052	8.369117459	8.2772874	8.337889456
10214	3.69265037	3.726831217	4.118525849	5.004501392	4.22881869	3.550900665	3.780310099	3.839959587	4.411426246	4.166715445	4.861955364	3.522306893	4.166715445	4.051372102	5.555202634	5.326609251	4.329841177
10215	3.263034406	2.803227036	3.277984747	3.822730148	3.463360886	4.04176865	3.450221496	4.95930649	4.795974694	4.148934105	3.656496371	2.887525271	5.510012465	4.031218731	6.434127784	3.927896454	3.509695842
10216	2.272023189	3.410069692	3.037382222	2.014355293	2.969012308	3.13422094	2.687060688	2.718087584	2.916476644	3.252476214	2.09085343	1.176322773	3.528571319	3.346247774	2.353323291	4.313971371	2.853995647
10217	6.435295216	7.565901767	7.140267406	7.784831117	7.329751499	5.597531174	8.333065878	7.356495988	6.9564052	6.581803149	7.453846774	6.884353707	6.755421735	5.121429909	7.244221105	6.722466024	7.97441459
10218	2.952333566	3.307428525	0.956056652	1.014355293	0.622930351	1.070389328	1.669026766	1.887525271	0.887525271	1.304511042	1.304511042	1.933572638	2.247927513	1.344828497	1.40599236	2.435628594	1.150559677
10219	3.537296067	1.782408565	1.516015147	1.50589093	2.229587923	2.541019153	3.23878686	3.137503524	1.220329955	3.347665656	2.788685711	2.475084883	4.246408087	2.587364991	1.769771739	3.321928095	3.116031993
1022	7.169824811	6.883498632	6.85224859	6.906890596	7.64954361	6.884109451	5.424250286	7.320755429	6.851749041	7.153298683	5.476057596	5.944858446	6.315602457	7.113221243	5.494735605	6.410917687	6.463851293
10220	5.283921772	3.925049965	4.513490746	4.306699707	3.650764559	4.819157224	5.709014865	4.071247819	3.841973119	4.374343989	5.279842694	4.249445341	4.767654798	4.699329526	4.477029653	5.932864335	4.944858446
10221	7.31732216	7.372342723	7.098769038	7.913607512	8.576484347	7.388447876	8.309067021	6.29130886	5.015693807	6.14689956	7.531147491	6.76513689	8.659318077	6.862203399	8.917968728	9.019229314	7.601919321
10223	4.745237332	4.927422429	5.135863165	5.269033146	9.805905058	4.847495884	5.040454121	5.393347551	7.397888508	4.986865972	5.347665656	4.472487771	5.276496666	5.179112901	5.194559886	5.097610797	5.260402093
10225	3.295723025	4.289834465	4.367371066	4.062639828	3.609991295	3.512226887	4.260025656	3.632268215	8.248164779	4.458775699	2.759155834	3.422233001	4.820689561	5.41379715	2.972692654	4.464668267	3.757023247
10226	9.265685363	7.969242604	8.861893349	8.70158371	8.941106311	9.299665944	8.017643583	7.762548143	8.035128998	8.287804709	8.084648965	9.356936089	8.226893814	9.276217479	8.136632316	8.324135532	8.36207532
10227	10.45107714	9.903399863	10.1534887	10.41794743	9.758173236	10.22357942	9.38056929	10.52204201	9.578297205	9.746463935	9.813380387	10.03058438	9.83810087	10.46443343	9.564759219	10.07404778	10.33208132
10228	6.751276249	6.665193773	6.790772038	7.160375687	7.294620749	6.858229714	7.544037102	8.497931652	7.249634957	6.926236684	7.113012822	6.775445674	7.056583528	7.443275112	7.143434237	6.844988157	7.057666877
10229	5.72628629	5.739848103	5.715069679	5.499527024	5.732811872	5.040015679	6.413289427	6.167919866	5.428276414	5.375734539	5.532940288	5.3305584	5.923386916	5.162290614	5.576824431	5.446587085	5.166313748
10230	5.99095486	6.198494154	5.115199749	6.062423969	5.988457473	5.195347598	4.61999983	6.389050488	6.121844298	5.761285273	5.277240898	4.393690764	4.875780063	6.353676158	5.107687869	4.480265122	4.078951341
10231	4.161887682	4.011674533	4.411426246	5.515699838	5.468583317	3.592158002	4.189033824	4.416839742	4.648465443	3.669026766	4.450221496	4.34978987	4.800123353	9.28895833	4.485426827	4.926473911	4.49441561
10232	4.578334949	3.14404637	4.556429415	6.592008461	5.824258697	2.589763487	4.377817853	3.527320608	2.889473543	4.108524457	4.593353771	4.949534933	5.214124805	3.021479727	4.499527024	4.927896454	3.871843649
10233	7.436711542	7.494815592	7.519950703	7.630230716	7.426767933	7.24583789	7.374170076	7.574328615	7.654850806	7.293241719	7.828072998	7.352352463	8.096451624	7.744901094	7.546122759	7.872151568	7.382234933
10234	3.386810946	2.613531653	3.155425432	3.701549057	3.491853096	3.491853096	3.422233001	4.625854931	3.907852072	2.295723025	3.065227623	9.521875213	4.50589093	3.735522177	3.56193706	4.357552005	2.060047384
10235	5.707911254	5.204375511	5.866907978	5.720552092	5.994805976	5.328046556	6.023033519	5.855242251	7.357024093	5.017031081	5.968551603	5.566206293	5.94976836	7.664127243	5.925999419	6.313427266	5.065227623
10236	7.04428482	7.808063214	7.517196941	7.370251481	8.348108459	8.136427249	7.340384235	8.36347774	8.505811554	8.128355272	7.595816919	7.914086097	7.04625094	7.982137968	7.076922459	6.823494625	7.715550223
10237	6.423410093	7.307883849	6.578183968	6.59484709	7.374691752	6.491211756	6.655638049	6.84323015	6.6043679	6.674121633	6.741736624	6.035183997	6.9375798	6.542412837	6.739308071	6.775445674	6.236683945
10238	6.785288981	6.895544989	6.988911865	7.04537744	6.907491593	6.972922364	6.955475553	7.194067347	7.690277401	6.673132372	6.456477629	7.010556078	6.807998839	7.611688801	7.003152449	7.442445929	6.584511588
10239	7.279657007	7.491372118	6.454175893	6.883498632	6.964052011	6.029232003	7.446504379	7.329841177	6.911332062	7.24830712	5.059182199	6.777288197	6.441948191	6.227086417	6.664767255	6.405311683	6.808771159
1024	6.053545818	6.471512648	7.132371199	6.194756854	7.342341397	7.319581809	6.838951767	6.61970645	6.566510756	6.593353771	6.564073256	6.058316496	7.408626954	6.330199833	7.532940288	6.703349915	6.051807107
10240	5.21218021	5.09592442	4.756489607	4.581953751	6.342163583	5.785027362	5.221877081	5.644433152	6.354205296	5.391973883	4.860962798	4.43496176	5.592457037	5.883376437	5.118525849	5.267161218	4.989593185
10241	8.828612543	9.452879551	8.061290178	8.333289548	9.236899156	9.248283398	7.13442632	8.272769732	9.569058109	8.269968201	6.87418219	8.955853294	7.673061685	9.434169494	7.352087578	8.478284258	8.102185693
10244	8.02580399	7.624685811	7.395748328	7.696341643	8.40888166	7.854743739	7.169624409	7.984874125	8.210184276	8.022756179	7.636552121	7.242983516	7.767323745	6.378338212	7.190417325	7.770300489	7.427522371
10245	8.228626318	9.010975601	8.613052738	8.901741818	8.058695305	7.993730964	8.333826215	8.816183681	9.05482135	8.819221104	9.269687748	8.412823857	8.638110049	8.973926917	8.949213909	8.874151444	8.414642958
10246	2.438292852	1.124328135	2.742006211	1.063502942	0.773996325	1.09085343	1.560714954	2.682573297	1.815575429	2.797012978	2.032100843	1.422233001	2.195347598	2.859969548	1.613531653	1.304511042	2.825785627
10247	8.662917555	8.313835364	8.70016225	9.512720713	9.012429001	6.96208625	6.886915896	9.136760467	8.402926781	8.208965886	7.726150026	8.533057133	7.193673195	7.664696157	7.173427297	8.121585319	8.842067434
10248	6.948016737	6.498091269	6.380937195	5.736063628	5.887037791	6.125775068	6.476381688	6.824767853	6.862327401	6.24830712	7.099926351	5.758089934	6.692510892	5.871350841	5.943686952	5.592457037	5.770829046
10249	4.560714954	3.982765463	3.721372659	4.06436554	4.039138394	3.234194723	4.806324057	4.757556689	4.612352499	4.595742339	4.43496176	4.489286023	3.991861931	4.604071324	4.321206567	5.124328135	4.140778656
1025	7.711150711	7.047778295	7.202319762	7.410917687	7.361417467	7.312338439	6.808127587	6.897361452	6.817879032	6.563310692	6.6813087	7.407352751	7.114887534	7.163096138	6.915520901	7.498490233	7.275938239
10250	7.971945843	8.664305053	8.756289441	8.795260441	9.104284235	8.544500842	8.399726527	9.075960413	9.243054944	8.460865404	9.106327379	8.850968151	8.134683005	8.678388869	8.61518821	8.266224342	8.537761979
10252	5.01658546	5.636624621	3.121015401	7.401818163	6.199476046	4.64038956	7.867155163	5.927896454	7.153602696	4.845490051	6.699329526	5.670727054	8.299803294	7.253800221	7.931564876	5.968781974	5.313608657
10253	4.08236197	5.108942569	5.032541697	5.209453366	6.325530332	6.516803117	7.04592344	3.112700133	3.726831217	4.045268215	3.689299161	4.95373085	6.975561406	2.835924074	7.365360097	7.079911396	5.758089934
10254	3.94016675	4.111031312	2.742006211	3.061776198	5.008092421	4.832890014	4.154615611	3.554588852	1.941106311	3.645009884	4.263785614	4.74899785	5.412442825	2.269033146	4.136683578	5.106013238	4.040015679
10255	5.122258568	4.253232939	4.716442237	5.014355293	4.292781749	4.696550301	4.66106548	5.084064265	3.964398632	4.76394266	5.088735246	4.215678597	4.207111961	4.66448284	5.04745114	4.56315813	4.547203025
10256	6.842853156	6.112283109	5.915759896	6.399854674	8.10076745	5.939226578	7.247737673	8.185470146	6.675392543	6.891662208	8.452447178	6.113117036	6.709842019	6.62029315	6.934516502	6.325710208	6.140574178
10257	5.91336816	6.237257771	4.835924074	5.66106548	4.495695163	5.198886991	3.924099886	2.711494907	4.077242999	4.392317423	4.116863758	4.417515003	5.969933275	4.29130886	4.822220272	4.240314329	4.579542225
